,name,emd,emd_gaze_aug,label
0,0001.png,0.1489107310771942,0.21573130786418915,0
1,0002.png,0.44010549783706665,0.21573130786418915,0
2,0003.png,0.15975697338581085,0.21193043887615204,0
3,0004.png,0.250862717628479,0.17791588604450226,0
4,0005.png,0.1883188933134079,0.17783312499523163,0
5,0006.png,0.21374166011810303,1.0650745630264282,0
6,0007.png,0.1628309190273285,1.0650745630264282,0
7,0008.png,0.26271721720695496,0.675028920173645,0
8,0009.png,0.262307733297348,0.7622999548912048,0
9,0010.png,0.2267281860113144,0.7622999548912048,0
10,0011.png,0.2401098608970642,1.1171624660491943,0
11,0012.png,0.36983081698417664,1.1171624660491943,0
12,0013.png,0.3510415554046631,1.0297080278396606,0
13,0014.png,0.38208940625190735,1.0448927879333496,0
14,0015.png,0.25748735666275024,1.0448927879333496,0
15,0016.png,0.2538698613643646,1.0002777576446533,0
16,0017.png,0.5084963440895081,1.0109328031539917,0
17,0018.png,0.17974480986595154,1.0109328031539917,0
18,0019.png,0.4459128975868225,1.0443196296691895,0
19,0020.png,0.2957082688808441,1.2044663429260254,0
20,0021.png,0.3964308202266693,1.2083667516708374,0
21,0022.png,0.2135547697544098,0.5235732793807983,0
22,0023.png,0.3408963084220886,0.4805600643157959,0
23,0024.png,0.36090898513793945,0.36655792593955994,0
24,0025.png,0.5457679033279419,0.5101674199104309,0
25,0026.png,0.22039680182933807,0.5101674199104309,0
26,0027.png,0.38665053248405457,0.24053217470645905,0
27,0028.png,0.40333816409111023,0.2898629605770111,0
28,0029.png,0.3403005301952362,0.46839025616645813,0
29,0030.png,0.28991982340812683,0.46850618720054626,0
30,0031.png,0.3467298746109009,0.5980889201164246,0
31,0032.png,0.31012028455734253,0.5980889201164246,0
32,0033.png,0.2953336834907532,0.5890008807182312,0
33,0034.png,0.37766021490097046,0.5890008807182312,0
34,0035.png,0.5249688625335693,0.22443091869354248,0
35,0036.png,0.22374767065048218,0.22443091869354248,0
36,0037.png,0.5856118202209473,0.6388638615608215,0
37,0038.png,0.30224576592445374,0.5676410794258118,0
38,0039.png,0.6181406378746033,0.6171821355819702,0
39,0040.png,0.2614082098007202,0.6171821355819702,0
40,0041.png,0.48242294788360596,0.41045698523521423,0
41,0042.png,0.16548477113246918,0.4415754973888397,0
42,0043.png,0.4079553782939911,0.4415754973888397,0
43,0044.png,0.2669684886932373,0.4191588759422302,0
44,0045.png,0.3280532658100128,0.3467467725276947,0
45,0046.png,0.14984555542469025,0.3467467725276947,0
46,0047.png,0.3362974226474762,0.3222441077232361,0
47,0048.png,0.25770577788352966,0.27650022506713867,0
48,0049.png,0.2335536926984787,0.2691952884197235,0
49,0050.png,0.24978679418563843,0.2691746652126312,0
50,0051.png,0.26956015825271606,0.3928397297859192,0
51,0052.png,0.27462586760520935,0.9090127944946289,0
52,0053.png,0.27099868655204773,0.9090127944946289,0
53,0054.png,0.12420141696929932,1.1904536485671997,0
54,0055.png,0.3089081943035126,0.29717862606048584,0
55,0056.png,0.18912728130817413,0.2990853190422058,0
56,0057.png,0.3434246778488159,0.880229115486145,0
57,0058.png,0.21411925554275513,0.7731663584709167,0
58,0059.png,0.3183063566684723,0.77313631772995,0
59,0060.png,0.17123502492904663,0.5326732397079468,0
60,0061.png,0.26969045400619507,1.141058325767517,0
61,0062.png,0.20291362702846527,1.1079621315002441,0
62,0063.png,0.2904703915119171,1.1079621315002441,0
63,0064.png,0.16980716586112976,1.1647530794143677,0
64,0065.png,0.2793268859386444,1.1601771116256714,0
65,0066.png,0.22849386930465698,1.1601771116256714,0
66,0067.png,0.3229614496231079,1.1568529605865479,0
67,0068.png,0.37611904740333557,0.5675646662712097,0
68,0069.png,0.348114013671875,1.226708173751831,0
69,0070.png,0.27318283915519714,1.226708173751831,0
70,0071.png,0.4348321557044983,1.1247358322143555,0
71,0072.png,0.325263112783432,1.1247358322143555,0
72,0073.png,0.6541852355003357,1.1090008020401,0
73,0074.png,0.3465746343135834,0.9879282712936401,0
74,0075.png,0.6404963135719299,0.9879282712936401,0
75,0076.png,0.3856441378593445,1.1072763204574585,0
76,0077.png,0.4831978976726532,0.982463002204895,0
77,0078.png,0.5765129327774048,0.9829240441322327,0
78,0079.png,0.44476449489593506,0.9829240441322327,0
79,0080.png,0.30191439390182495,0.9885971546173096,0
80,0081.png,0.34853407740592957,0.5467544198036194,0
81,0082.png,0.414446622133255,0.5467544198036194,0
82,0083.png,0.3051826059818268,0.6976680159568787,0
83,0084.png,0.46447136998176575,0.5980920195579529,0
84,0085.png,0.2826802134513855,0.5980920195579529,0
85,0086.png,0.5327163338661194,0.6853103637695312,0
86,0087.png,0.38286298513412476,0.5554478168487549,0
87,0088.png,0.9725587964057922,0.5554478168487549,0
88,0089.png,0.3400435149669647,0.5847806334495544,0
89,0090.png,0.6577208042144775,0.5880656838417053,0
90,0091.png,0.3379710912704468,0.6576181054115295,0
91,0092.png,0.34886860847473145,0.5800397992134094,0
92,0093.png,0.4292283058166504,0.5800397992134094,0
93,0094.png,1.6519453525543213,0.44570890069007874,0
94,0095.png,0.49931100010871887,0.44570890069007874,0
95,0096.png,0.8177456259727478,0.426035076379776,0
96,0097.png,0.9094276428222656,0.41148754954338074,0
97,0098.png,0.8512195944786072,0.4067806005477905,0
98,0099.png,0.31000757217407227,0.4067806005477905,0
99,0100.png,0.8670704364776611,0.5025879740715027,0
100,0101.png,0.49156779050827026,0.14234457910060883,0
101,0102.png,0.25732821226119995,0.14234457910060883,0
102,0103.png,0.43468430638313293,0.759527862071991,0
103,0104.png,0.30087894201278687,0.4231589436531067,0
104,0105.png,0.24847157299518585,0.42338550090789795,0
105,0106.png,0.3284032344818115,0.4763205945491791,0
106,0107.png,0.16508328914642334,0.4763205945491791,0
107,0108.png,0.43690934777259827,0.4763205945491791,0
108,0109.png,0.26201876997947693,0.5494168400764465,0
109,0110.png,0.2505684196949005,0.5433787703514099,0
110,0111.png,0.40275299549102783,0.5433787703514099,0
111,0112.png,0.22799736261367798,0.18617400527000427,0
112,0113.png,0.29697898030281067,0.8273966908454895,0
113,0114.png,0.14448139071464539,0.8273966908454895,0
114,0115.png,0.38076335191726685,1.0957214832305908,0
115,0116.png,0.14695961773395538,0.816813588142395,0
116,0117.png,0.2588568329811096,0.594854474067688,0
117,0118.png,0.1813787966966629,0.594854474067688,0
118,0119.png,0.18288317322731018,0.6586527228355408,0
119,0120.png,0.1643870621919632,1.1022084951400757,0
120,0121.png,0.16781729459762573,1.0767186880111694,0
121,0122.png,0.1304374784231186,1.076253890991211,0
122,0123.png,0.36221668124198914,1.0425136089324951,0
123,0124.png,0.3253495395183563,0.7754054069519043,0
124,0125.png,0.21692074835300446,0.7754054069519043,0
125,0126.png,0.2089833766222,0.5396871566772461,0
126,0127.png,0.28344789147377014,0.5396871566772461,0
127,0128.png,0.22652968764305115,0.3344142735004425,0
128,0129.png,0.18149052560329437,0.4953579902648926,0
129,0130.png,0.234094500541687,0.4953579902648926,0
130,0131.png,0.2258807271718979,1.0529427528381348,0
131,0132.png,0.14881712198257446,1.1658848524093628,0
132,0133.png,0.19984246790409088,0.22360798716545105,0
133,0134.png,0.36300498247146606,0.25261521339416504,0
134,0135.png,0.22333961725234985,0.25261521339416504,0
135,0136.png,0.18783889710903168,0.4331119954586029,0
136,0137.png,0.17858561873435974,0.5758486390113831,0
137,0138.png,0.2716241776943207,0.6659513711929321,0
138,0139.png,0.11997239291667938,0.6660157442092896,0
139,0140.png,0.22315259277820587,0.34098315238952637,0
140,0141.png,0.0792907178401947,0.4725532531738281,0
141,0142.png,0.1922634392976761,0.4712500274181366,0
142,0143.png,0.10234057158231735,0.2141588181257248,0
143,0144.png,0.2849128246307373,0.1357893943786621,0
144,0145.png,0.2068001925945282,0.1357893943786621,0
145,0146.png,0.3151032328605652,0.32774636149406433,0
146,0147.png,0.15958434343338013,0.5828555226325989,0
147,0148.png,0.3723737597465515,0.6162469983100891,0
148,0149.png,0.22278867661952972,0.6162469983100891,0
149,0150.png,0.5401467680931091,0.7466729283332825,0
150,0151.png,0.1651904135942459,0.7466729283332825,0
151,0152.png,0.33850258588790894,0.6978179812431335,0
152,0153.png,0.22949467599391937,0.7033827900886536,0
153,0154.png,0.6132199764251709,0.3965829014778137,0
154,0155.png,0.18300388753414154,0.3965829014778137,0
155,0156.png,0.5964909195899963,0.3965829014778137,0
156,0157.png,0.1580767035484314,0.43149808049201965,0
157,0158.png,0.37942564487457275,0.570401668548584,0
158,0159.png,0.16304630041122437,0.2346915751695633,0
159,0160.png,0.21657884120941162,0.2346915751695633,0
160,0161.png,0.19384442269802094,0.03618522733449936,0
161,0162.png,0.35599714517593384,0.10599380731582642,0
162,0163.png,0.2850666642189026,0.03138165920972824,0
163,0164.png,0.2445918321609497,0.03135814890265465,0
